name_list,location_list,price_list,built_year_list,floor_list,bedroom_list,bathroom_list,area_list,distance_to_transport_list,facilities_list
บ้าน สาทร เจ้าพระยา คอนโดมิเนียม,"บางลำภูล่าง, กรุงเทพ","฿7,500,000",สร้างเสร็จในปี 2014ตู้เย็นเตาไฟฟ้า,7,2 ห้องนอน,2 ห้องน้ำ,85 ม.2,950 ม. จาก BTS กรุงธนบุรี,"['สระว่ายน้ำ', 'ฟิตเนส', 'ลานจอดรถ', 'ระบบรักษาความปลอดภัย 24 ชม.', 'กล้องวงจรปิด']"
สุขุมวิท ปาร์ค คอนโดมิเนียม,"สุขุมวิท, กรุงเทพ","฿6,000,000",ตู้เย็นไมโครเวฟเตาไฟฟ้าตู้เสื้อผ้าวอล์คอินทีวี,25,2 ห้องนอน,1 ห้องน้ำ,64.67 ม.2,420 ม. จาก BTS อโศก,"['สระว่ายน้ำ', 'เซาว์น่า', 'สวน', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ฟิตเนส', 'ลานจอดรถในร่ม']"
ศุภาลัย โอเรียนทัล สุขุมวิท 39,"พร้อมพงษ์, กรุงเทพ","฿6,500,000",สร้างเสร็จในปี 2020ระเบียง,4,1 ห้องนอน,1 ห้องน้ำ,57 ม.2,1160 ม. จาก MRT เพชรบุรี,"['สระว่ายน้ำ', 'เซาว์น่า', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'จากุซซี่', 'ฟิตเนส', 'สกายเลานจ์']"
เดอะไลน์ พหลฯ ประดิพัทธ์,"ประดิพัทธ์, กรุงเทพ","฿6,900,000",สร้างเสร็จในปี 2019,17,1 ห้องนอน,1 ห้องน้ำ,40 ม.2,530 ม. จาก BTS สะพานควาย,"['ลานจอดรถในร่ม', 'ห้องสมุด', 'เซาว์น่า', 'สระว่ายน้ำ', 'ฟิตเนส', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'สนามเด็กเล่น', 'ระบบรักษาความปลอดภัย 24 ชม.', 'หอประชุม']"
แชมเบอร์ส อ่อนนุช สเตชั่น,"บางจากภาษีเจริญ, กรุงเทพ","฿2,900,000",สร้างเสร็จในปี 2019,4,1 ห้องนอน,1 ห้องน้ำ,26.38 ม.2,250 ม. จาก BTS อ่อนนุช,"['ห้องสมุด', 'สระว่ายน้ำ', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ลู่วิ่ง', 'ระบบรักษาความปลอดภัย 24 ชม.', 'จากุซซี่']"
ไลฟ์ ลาดพร้าว,"จอมพล, กรุงเทพ","฿4,330,000",สร้างเสร็จในปี 2020เตาไฟฟ้า,33,1 ห้องนอน,1 ห้องน้ำ,28 ม.2,100 ม. จาก BTS ห้าแยกลาดพร้าว,"['สระว่ายน้ำ', 'เซาว์น่า', 'สวน', 'เตาบาร์บีคิว', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ร้านค้าใกล้เคียง', 'ลานจอดรถในร่ม', 'ฟิตเนส', 'ลานจอดรถ']"
เดอะเบส พระราม 9 รามคำแหง,"หัวหมาก, กรุงเทพ","฿2,450,000",สร้างเสร็จในปี 2014,11,1 ห้องนอน,1 ห้องน้ำ,29.6 ม.2,820 ม. จาก ARL รามคำแหง,"['สระว่ายน้ำ', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สวน', 'สถานออกกำลังกาย', 'ระบบรักษาความปลอดภัย 24 ชม.', 'มินิมาร์ทใกล้เคียง']"
เซ็นทริค สาทร เซนต์หลุยส์,"ยานนาวา, กรุงเทพ","฿6,490,000",สร้างเสร็จในปี 2014,19,1 ห้องนอน,1 ห้องน้ำ,42 ม.2,580 ม. จาก BTS สุรศักดิ์,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
เดอะ ลอฟท์ เอกมัย,"เอกมัย, กรุงเทพ","฿8,100,000",สร้างเสร็จในปี 2013,20,1 ห้องนอน,1 ห้องน้ำ,45 ม.2,290 ม. จาก BTS เอกมัย,"['ลานจอดรถในร่ม', 'เซาว์น่า', 'สระว่ายน้ำ', 'ฟิตเนส', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'เตาบาร์บีคิว', 'ระบบรักษาความปลอดภัย 24 ชม.', 'เตาบาร์บีคิว']"
เดอะ เบส พาร์ค เวสต์ สุขุมวิท 77,"พระโขนงเหนือ, กรุงเทพ","฿2,870,000",สร้างเสร็จในปี 2015ตู้เย็นไมโครเวฟเตาไฟฟ้าระเบียงทีวี,1,1 ห้องนอน,1 ห้องน้ำ,26 ม.2,820 ม. จาก BTS อ่อนนุช,"['สระว่ายน้ำ', 'สวน', 'เตาบาร์บีคิว', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ภัตตาคารใกล้เคียง', 'ร้านค้าใกล้เคียง', 'ลานจอดรถในร่ม', 'ฟิตเนส', 'ฟิตเนส']"
เดอะล็อฟท์ เย็นอากาศ คอนโดมิเนียม,"ช่องนนทรี, กรุงเทพ","฿7,107,000",สร้างเสร็จในปี 2007ตู้เย็นไมโครเวฟเตาไฟฟ้าระเบียงทีวี,8,2 ห้องนอน,2 ห้องน้ำ,67.72 ม.2,1750 ม. จาก MRT คลองเตย,"['สระว่ายน้ำ', 'สวน', 'เตาบาร์บีคิว', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'ฟิตเนส', 'ฟิตเนส', 'ลานจอดรถ']"
โนเบิล เพลินจิต,"เพลินจิต, กรุงเทพ","฿11,900,000",สร้างเสร็จในปี 2017ตู้เย็นไมโครเวฟเตาไฟฟ้าอ่างอาบน้ำทีวี,11,1 ห้องนอน,1 ห้องน้ำ,46.13 ม.2,120 ม. จาก BTS เพลินจิต,"['สระว่ายน้ำ', 'เซาว์น่า', 'สวน', 'สนามเด็กเล่น', 'เตาบาร์บีคิว', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'ฟิตเนส', 'ลานจอดรถ']"
เดอะ เบส พาร์ค เวสต์ สุขุมวิท 77,"พระโขนงเหนือ, กรุงเทพ","฿2,850,000",สร้างเสร็จในปี 2015,31,1 ห้องนอน,1 ห้องน้ำ,25.56 ม.2,820 ม. จาก BTS อ่อนนุช,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'ฟิตเนส', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถกลางแจ้ง']"
ศุภาลัย เวลลิงตัน,"ห้วยขวาง, กรุงเทพ","฿6,250,000",สร้างเสร็จในปี 2014ตู้เย็นไมโครเวฟเตาไฟฟ้าตู้เสื้อผ้าวอล์คอินทีวี,12A,2 ห้องนอน,2 ห้องน้ำ,87.5 ม.2,840 ม. จาก MRT ศูนย์วัฒนธรรมแห่งประเทศไทย,"['ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'ห้องสมุด', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'สระว่ายน้ำ', 'เกมรูม']"
เดอะ เนสท์ สุขุมวิท 64,"บางจาก, กรุงเทพ","฿2,890,000",สร้างเสร็จในปี 2019,3,1 ห้องนอน,1 ห้องน้ำ,29.5 ม.2,660 ม. จาก BTS อุดมสุข,"['สระว่ายน้ำ', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ระบบรักษาความปลอดภัย 24 ชม.', 'เลานจ์']"
คอนโดเลต มิสท์ พระราม 9,"พระราม 9, กรุงเทพ","฿4,000,000",สร้างเสร็จในปี 2015,19,1 ห้องนอน,1 ห้องน้ำ,23 ม.2,250 ม. จาก MRT พระราม 9,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
คอนโดเลต มิสท์ พระราม 9,"พระราม 9, กรุงเทพ","฿4,800,000",สร้างเสร็จในปี 2015,29,1 ห้องนอน,1 ห้องน้ำ,29 ม.2,250 ม. จาก MRT พระราม 9,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
ลุมพินี วิลล์ สุขุมวิท 77,"สวนหลวง, กรุงเทพ","฿3,890,000",สร้างเสร็จในปี 2013,18,2 ห้องนอน,1 ห้องน้ำ,65 ม.2,890 ม. จาก BTS อ่อนนุช,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
ไอวี่สาทร 10,"สีลม, กรุงเทพ","฿5,400,000",สร้างเสร็จในปี 2010ตู้เย็นไมโครเวฟเตาไฟฟ้าตู้เสื้อผ้าวอล์คอินทีวี,10,1 ห้องนอน,1 ห้องน้ำ,41.33 ม.2,300 ม. จาก BTS ช่องนนทรี,"['สระว่ายน้ำ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'ฟิตเนส', 'ลานจอดรถ', 'ฟิตเนส', 'สถานออกกำลังกาย']"
โนเบิล รีวิล เอกมัย,"เอกมัย, กรุงเทพ","฿7,800,000",สร้างเสร็จในปี 2011,10,1 ห้องนอน,1 ห้องน้ำ,50 ม.2,260 ม. จาก BTS เอกมัย,"['สระว่ายน้ำ', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สวน', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
ศุภาลัย คาซา ริวา,"ถนนตก, กรุงเทพ","฿37,000,000",สร้างเสร็จในปี 2007,17,5 ห้องนอน,6 ห้องน้ำ,465 ม.2,,"['ห้องสมุด', 'เซาว์น่า', 'สระว่ายน้ำ', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สนามเด็กเล่น', 'สนามสควอช', 'เกมรูม', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สนามเทนนิส']"
ยู ดีไลท์ แอท บางซ่อน สเตชั่น,"บางซ่อน, กรุงเทพ","฿3,000,000",สร้างเสร็จในปี 2015,6,1 ห้องนอน,1 ห้องน้ำ,42 ม.2,280 ม. จาก MRT บางซ่อน,"['ลานจอดรถในร่ม', 'ห้องสมุด', 'สระว่ายน้ำ', 'ฟิตเนส', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ห้องอบไอน้ำ']"
คอนโด วัน สยาม คอนโดมิเนียม,"บ้านครัว, กรุงเทพ","฿7,200,000",ตู้เย็นไมโครเวฟเตาไฟฟ้าทีวี,4,2 ห้องนอน,2 ห้องน้ำ,60.48 ม.2,330 ม. จาก BTS รถไฟฟ้าสนามกีฬาแห่งชาติ,"['สระว่ายน้ำ', 'สวน', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ฟิตเนส', 'ลานจอดรถในร่ม']"
ชีวาทัย เรสซิเดนท์ อโศก,"พระราม 9, กรุงเทพ","฿7,200,000",สร้างเสร็จในปี 2017,12A,1 ห้องนอน,1 ห้องน้ำ,40.4 ม.2,450 ม. จาก ARL มักกะสัน,"['สระว่ายน้ำ', 'ฟิตเนส', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ห้องอบไอน้ำ', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ห้องสัมนา']"
แอชตัน มอร์ฟ 38,"ทองหล่อ, กรุงเทพ","฿15,000,000",สร้างเสร็จในปี 2012ตู้เย็นไมโครเวฟเตาไฟฟ้าอ่างอาบน้ำระเบียงทีวี,26,2 ห้องนอน,2 ห้องน้ำ,72 ม.2,370 ม. จาก BTS ทองหล่อ,"['ลานจอดรถในร่ม', 'เซาว์น่า', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สระว่ายน้ำพร้อมสปา']"
นายน์ บาย แสนสิริ,"คลองต้นไทร, กรุงเทพ","฿3,690,000",สร้างเสร็จในปี 2015,8,1 ห้องนอน,1 ห้องน้ำ,35.99 ม.2,280 ม. จาก BTS วงเวียนใหญ่,"['ห้องสมุด', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ห้องสัมนา']"
624 คอนโดเล็ต รัชดา 36,"จันทรเกษม, กรุงเทพ","฿2,750,000",สร้างเสร็จในปี 2013ตู้เย็นไมโครเวฟระเบียงทีวี,7,2 ห้องนอน,1 ห้องน้ำ,48 ม.2,1160 ม. จาก BTS รัชโยธิน,"['สวน', 'เตาบาร์บีคิว', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'ฟิตเนส', 'ลานจอดรถ', 'ฟิตเนส', 'สถานออกกำลังกาย']"
ริทึ่ม สุขุมวิท 44 1,"สุขุมวิท, กรุงเทพ","฿9,200,000",สร้างเสร็จในปี 2013จากุซซี่ระเบียงสระว่ายน้ำ,8,2 ห้องนอน,1 ห้องน้ำ,53 ม.2,80 ม. จาก BTS พระโขนง,"['ระบบรักษาความปลอดภัย 24 ชม.', 'ห้องสมุด', 'ลานจอดรถกลางแจ้ง', 'ลานจอดรถในร่ม', 'เซาว์น่า', 'กล้องวงจรปิด', 'สถานออกกำลังกาย']"
ไลฟ์ อโศก,"ห้วยขวาง, กรุงเทพ","฿5,200,000",สร้างเสร็จในปี 2018ตู้เย็นไมโครเวฟเตาไฟฟ้าระเบียงทีวี,10,1 ห้องนอน,1 ห้องน้ำ,30 ม.2,20 ม. จาก MRT เพชรบุรี,"['สระว่ายน้ำ', 'เซาว์น่า', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'สถานออกกำลังกาย', 'ศาลา', 'ฟิตเนส', 'สกายเลานจ์']"
168 สุขุมวิท 36,"ทองหล่อ, กรุงเทพ","฿4,100,000",สร้างเสร็จในปี 2019ตู้เย็นเตาไฟฟ้าอ่างอาบน้ำทีวี,4,1 ห้องนอน,1 ห้องน้ำ,56.5 ม.2,840 ม. จาก BTS ทองหล่อ,"['สระว่ายน้ำ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ภัตตาคารใกล้เคียง', 'บริการรถรับส่ง', 'ลานจอดรถในร่ม', 'ฟิตเนส', 'สนามปั่นจักรยาน']"
แอสคอทท์ สาธร บางกอก,"ยานนาวา, กรุงเทพ","฿10,000,000",สร้างเสร็จในปี 2012ตู้เย็นไมโครเวฟห้องครัวพร้อมเตาอบเตาไฟฟ้าอ่างอาบน้ำระเบียงทีวี,31,2 ห้องนอน,2 ห้องน้ำ,109 ม.2,380 ม. จาก BTS ช่องนนทรี,"['สระว่ายน้ำ', 'ฟิตเนส', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'จากุซซี่', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สระว่ายน้ำพร้อมสปา']"
นายน์ บาย แสนสิริ,"คลองต้นไทร, กรุงเทพ","฿5,500,000",สร้างเสร็จในปี 2015ระเบียงสระว่ายน้ำ,15,1 ห้องนอน,1 ห้องน้ำ,36 ม.2,280 ม. จาก BTS วงเวียนใหญ่,"['กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ห้องสมุด', 'ห้องซักรีด', 'ลานจอดรถกลางแจ้ง', 'ลานจอดรถในร่ม', 'ห้องสมุด', 'สถานออกกำลังกาย', 'ฟิตเนส', 'ห้องสัมนา']"
ไลฟ์ สุขุมวิท 62,"บางจาก, กรุงเทพ","฿7,423,000",สร้างเสร็จในปี 2019ตู้เย็น,10,2 ห้องนอน,2 ห้องน้ำ,50 ม.2,320 ม. จาก BTS บางจาก,"['สระว่ายน้ำ', 'เซาว์น่า', 'สวน', 'สนามเด็กเล่น', 'เตาบาร์บีคิว', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'ฟิตเนส', 'สถานออกกำลังกาย']"
ไลฟ์ อโศก พระราม 9,"พระราม 9, กรุงเทพ","฿7,900,000",สร้างเสร็จในปี 2020ตู้เย็นเตาไฟฟ้าระเบียง,38,2 ห้องนอน,2 ห้องน้ำ,58.59 ม.2,360 ม. จาก MRT พระราม 9,"['สระว่ายน้ำ', 'สวน', 'เตาบาร์บีคิว', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ดาดฟ้า', 'ลานจอดรถในร่ม', 'สถานออกกำลังกาย', 'ฟิตเนส', 'ห้องอบไอน้ำ']"
แกรนด์ พาร์ค วิว คอนโดมิเนียม,"อโศก, กรุงเทพ","฿3,500,000",สร้างเสร็จในปี 2005,21,1 ห้องนอน,1 ห้องน้ำ,32.55 ม.2,600 ม. จาก MRT สุขุมวิท,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'ลานจอดรถ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
เดอะ นิช ไพรด์ ทองหล่อ เพชรบุรี,"บางกะปิ, กรุงเทพ","฿3,600,000",สร้างเสร็จในปี 2017,16,1 ห้องนอน,1 ห้องน้ำ,31 ม.2,1820 ม. จาก ARL รามคำแหง,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'สถานออกกำลังกาย', 'ห้องอบไอน้ำ', 'จากุซซี่', 'ระบบรักษาความปลอดภัย 24 ชม.', 'เลานจ์']"
ไลฟ์ สุขุมวิท 48,"พระโขนงใต้, กรุงเทพ","฿4,100,000",สร้างเสร็จในปี 2017,17,1 ห้องนอน,1 ห้องน้ำ,30 ม.2,530 ม. จาก BTS พระโขนง,"['ลานจอดรถในร่ม', 'เซาว์น่า', 'สระว่ายน้ำ', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
ริทึ่ม สุขุมวิท 42,"สุขุมวิท, กรุงเทพ","฿11,700,000",สร้างเสร็จในปี 2016,27,2 ห้องนอน,2 ห้องน้ำ,57 ม.2,220 ม. จาก BTS เอกมัย,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ห้องอบไอน้ำ', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สกายเลานจ์']"
แอชตัน มอร์ฟ 38,"ทองหล่อ, กรุงเทพ","฿15,000,000",สร้างเสร็จในปี 2012,15,1 ห้องนอน,2 ห้องน้ำ,75 ม.2,370 ม. จาก BTS ทองหล่อ,"['ลานจอดรถในร่ม', 'เซาว์น่า', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สระว่ายน้ำพร้อมสปา']"
บ้านสิริ สาทร เย็นอากาศ คอนโดมิเนียม,"ทุ่งมหาเมฆ, กรุงเทพ","฿8,700,000",สร้างเสร็จในปี 2014ตู้เย็นไมโครเวฟเตาไฟฟ้าระเบียงทีวี,6,2 ห้องนอน,2 ห้องน้ำ,74 ม.2,910 ม. จาก MRT คลองเตย,"['สระว่ายน้ำ', 'เซาว์น่า', 'สวน', 'เตาบาร์บีคิว', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ฟิตเนส', 'ลานจอดรถในร่ม']"
ไดมอนด์ ทาวเวอร์ คอนโดมิเนียม,"สีลม, กรุงเทพ","฿5,500,000",สร้างเสร็จในปี 2014ตู้เย็นไมโครเวฟเตาไฟฟ้าระเบียงสระว่ายน้ำทีวี,7,2 ห้องนอน,1 ห้องน้ำ,69 ม.2,90 ม. จาก BTS ช่องนนทรี,"['ลานจอดรถกลางแจ้ง', 'ลานจอดรถในร่ม', 'ฟิตเนส', 'ลานจอดรถ']"
เจ ดับบลิว ซิตี้ รัชดาภิเษก 32 คอนโดมิเนียม,"จันทรเกษม, กรุงเทพ","฿3,290,000",ตู้เย็นไมโครเวฟเตาไฟฟ้าตู้เสื้อผ้าวอล์คอินทีวี,7,2 ห้องนอน,2 ห้องน้ำ,78 ม.2,2180 ม. จาก BTS รัชโยธิน,"['กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ฟิตเนส', 'ลานจอดรถในร่ม']"
วิสซ์ดอม แอท สถานีปุณณวิถี,"บางจาก, กรุงเทพ","฿3,400,000",สร้างเสร็จในปี 2013ตู้เย็นเตาไฟฟ้า,7,2 ห้องนอน,1 ห้องน้ำ,48 ม.2,260 ม. จาก BTS ปุณณวิถี,"['สระว่ายน้ำ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'บริการรถรับส่ง', 'ลานจอดรถในร่ม', 'ไวไฟ', 'ห้องสมุด', 'สถานออกกำลังกาย', 'ฟิตเนส', 'ศาลา']"
เดอะ เบส สุขุมวิท 77,"พระโขนงเหนือ, กรุงเทพ","฿3,300,000",สร้างเสร็จในปี 2013,29,1 ห้องนอน,1 ห้องน้ำ,30 ม.2,870 ม. จาก BTS อ่อนนุช,"['สระว่ายน้ำ', 'ฟิตเนส', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สวน', 'สถานออกกำลังกาย', 'มินิมาร์ทใกล้เคียง', 'สนามเด็กเล่น', 'ระบบรักษาความปลอดภัย 24 ชม.', 'เตาบาร์บีคิว']"
เวีย 31,"พร้อมพงษ์, กรุงเทพ","฿11,000,000",สร้างเสร็จในปี 2012,6,2 ห้องนอน,2 ห้องน้ำ,72 ม.2,760 ม. จาก MRT สุขุมวิท,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'ฟิตเนส', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถใต้ดิน']"
ศุภาลัย พรีเมียร์ อโศก,"บางกะปิ, กรุงเทพ","฿4,640,000",สร้างเสร็จในปี 2014,24,1 ห้องนอน,1 ห้องน้ำ,33.4 ม.2,230 ม. จาก MRT เพชรบุรี,"['ลานจอดรถในร่ม', 'เซาว์น่า', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ระบบรักษาความปลอดภัย 24 ชม.', 'มินิมาร์ทใกล้เคียง']"
แชปเตอร์วัน เดอะ แคมปัส เกษตร,"ลาดยาว, กรุงเทพ","฿2,950,000",สร้างเสร็จในปี 2014,5,1 ห้องนอน,1 ห้องน้ำ,29 ม.2,260 ม. จาก BTS เสนานิคม,"['ลานจอดรถในร่ม', 'ห้องสมุด', 'ฟิตเนส', 'ลานจอดรถ', 'กล้องวงจรปิด', 'ห้องอบไอน้ำ', 'ระบบรักษาความปลอดภัย 24 ชม.', 'เลานจ์']"
ฟอร์จูน คอนโดทาวน์,"ช่องนนทรี, กรุงเทพ","฿5,400,000",,8,2 ห้องนอน,2 ห้องน้ำ,85 ม.2,,"['สร้างเสร็จในปี 2012</li></ul>', '<ul class=""list-features""><li>สร้างเสร็จในปี 2012']"
ไอดีโอ พระราม 9 ตัดใหม่,"รามคำแหง, กรุงเทพ","฿5,500,000",สร้างเสร็จในปี 2019,22,2 ห้องนอน,1 ห้องน้ำ,50 ม.2,950 ม. จาก ARL รามคำแหง,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ห้องซักรีด', 'ห้องสัมนา', 'ระบบรักษาความปลอดภัย 24 ชม.', 'เลานจ์']"
เดอะ คริส รัชดา 17,"ดินแดง, กรุงเทพ","฿2,690,000",สร้างเสร็จในปี 2015,4,1 ห้องนอน,1 ห้องน้ำ,30.14 ม.2,430 ม. จาก MRT สุทธิสาร,"['เซาว์น่า', 'สระว่ายน้ำ', 'ฟิตเนส', 'ลานจอดรถ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
ไลฟ์ อโศก,"ห้วยขวาง, กรุงเทพ","฿5,800,000",สร้างเสร็จในปี 2018,10,1 ห้องนอน,1 ห้องน้ำ,35 ม.2,20 ม. จาก MRT เพชรบุรี,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ศาลา', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สกายเลานจ์']"
ณุศา สเตท ทาวเวอร์ คอนโดมิเนียม,"สีลม, กรุงเทพ","฿8,000,000",สร้างเสร็จในปี 2001ตู้เย็นไมโครเวฟเตาไฟฟ้าอ่างอาบน้ำทีวี,48,1 ห้องนอน,1 ห้องน้ำ,69 ม.2,490 ม. จาก BTS สะพานตากสิน,"['สระว่ายน้ำ', 'เซาว์น่า', 'สวน', 'สนามเด็กเล่น', 'เตาบาร์บีคิว', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'ฟิตเนส', 'ฟิตเนส']"
ลุมพินี สวีท เพชรบุรี มักกะสัน,"มักกะสัน, กรุงเทพ","฿4,298,000",สร้างเสร็จในปี 2017ตู้เย็นไมโครเวฟเตาไฟฟ้าทีวี,22,1 ห้องนอน,1 ห้องน้ำ,32 ม.2,630 ม. จาก ARL มักกะสัน,"['สระว่ายน้ำ', 'เซาว์น่า', 'สวน', 'สนามเด็กเล่น', 'เตาบาร์บีคิว', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'ฟิตเนส', 'สถานออกกำลังกาย']"
ดิ แอดเดรส ชิดลม,"ชิดลม, กรุงเทพ","฿6,701,000",สร้างเสร็จในปี 2009ตู้เย็นไมโครเวฟเตาไฟฟ้าทีวี,12,1 ห้องนอน,1 ห้องน้ำ,42 ม.2,510 ม. จาก BTS ชิดลม,"['สระว่ายน้ำ', 'เซาว์น่า', 'สวน', 'สนามเด็กเล่น', 'เตาบาร์บีคิว', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'ฟิตเนส', 'ลานจอดรถ']"
เดนิม จตุจักร,"จอมพล, กรุงเทพ","฿3,180,000",สร้างเสร็จในปี 2019,20,1 ห้องนอน,1 ห้องน้ำ,32.5 ม.2,450 ม. จาก Saphan Khwai,"['สระว่ายน้ำ', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สวน', 'สถานออกกำลังกาย', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สนามเด็กเล่น']"
โนเบิล รีไฟน์ พร้อมพงษ์,"พร้อมพงษ์, กรุงเทพ","฿8,500,000",สร้างเสร็จในปี 2012,7,1 ห้องนอน,1 ห้องน้ำ,50 ม.2,270 ม. จาก BTS พร้อมพงษ์,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ห้องอบไอน้ำ']"
